Approved_symbol,HGNC_ID,Approved_symbol,Chromosome,Locus_group,Locus_type,HGNC_family_name,Date_symbol_changed,Ensembl_gene_ID,NCBI_gene_ID,UniProt_accession
OR2AG2,HGNC:15143,OR2AG2,11,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000188124,338755,A6NM03
OR2AH1P,HGNC:15144,OR2AH1P,11,pseudogene,pseudogene,,,ENSG00000232511,81336,
OR2AI1P,HGNC:15063,OR2AI1P,5,pseudogene,pseudogene,,,ENSG00000236791,134082,
OR2AJ1,HGNC:15001,OR2AJ1,1,protein-coding gene,gene with protein product,,2004-03-05,ENSG00000177275,127608,Q8NGZ0
OR2AK2,HGNC:19569,OR2AK2,1,protein-coding gene,gene with protein product,,,ENSG00000187080,391191,Q8NG84
OR2AL1P,HGNC:14712,OR2AL1P,11,pseudogene,pseudogene,,,ENSG00000254767,79547,
OR2AM1P,HGNC:15113,OR2AM1P,9,pseudogene,pseudogene,,,ENSG00000236110,81366,
OR2AO1P,HGNC:31247,OR2AO1P,7,pseudogene,pseudogene,,,ENSG00000240621,403235,
OR2AP1,HGNC:15335,OR2AP1,12,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000179615,121129,Q8NGE2
OR2AQ1P,HGNC:15003,OR2AQ1P,1,pseudogene,pseudogene,,,ENSG00000229724,81474,
OR2AS1P,HGNC:15004,OR2AS1P,1,pseudogene,pseudogene,,,ENSG00000227102,81473,
OR2AS2P,HGNC:31248,OR2AS2P,1,pseudogene,pseudogene,,,ENSG00000271934,403236,
OR2AT1P,HGNC:15145,OR2AT1P,11,pseudogene,pseudogene,,,ENSG00000254475,390225,
OR2AT2P,HGNC:19619,OR2AT2P,11,pseudogene,pseudogene,,,ENSG00000234611,390224,
OR2AT4,HGNC:19620,OR2AT4,11,protein-coding gene,gene with protein product,,,ENSG00000171561,341152,A6NND4
OR2B2,HGNC:13966,OR2B2,6,protein-coding gene,gene with protein product,,,ENSG00000168131,81697,Q9GZK3
OR2B3,HGNC:8238,OR2B3,6,protein-coding gene,gene with protein product,,2008-10-22,ENSG00000204703,442184,O76000
OR2B4P,HGNC:8239,OR2B4P,6,pseudogene,pseudogene,,,,442190,
OR2B6,HGNC:8241,OR2B6,6,protein-coding gene,gene with protein product,,,ENSG00000124657,26212,P58173
OR2B7P,HGNC:13967,OR2B7P,6,pseudogene,pseudogene,,,ENSG00000187763,81695,
OR2B8P,HGNC:13968,OR2B8P,6,pseudogene,pseudogene,,2004-03-10,ENSG00000182477,65944,P59922
OR2B11,HGNC:31249,OR2B11,1,protein-coding gene,gene with protein product,,,ENSG00000177535,127623,Q5JQS5
OR2BH1P,HGNC:31250,OR2BH1P,11,pseudogene,pseudogene,,,ENSG00000272882,403238,
OR2C1,HGNC:8242,OR2C1,16,protein-coding gene,gene with protein product,,,ENSG00000168158,4993,O95371
OR2C3,HGNC:15005,OR2C3,1,protein-coding gene,gene with protein product,,,ENSG00000196242,81472,Q8N628
OR2D2,HGNC:8244,OR2D2,11,protein-coding gene,gene with protein product,,,ENSG00000166368,120776,Q9H210
OR2D3,HGNC:15146,OR2D3,11,protein-coding gene,gene with protein product,,,ENSG00000178358,120775,Q8NGH3
OR2E1P,HGNC:15507,OR2E1P,6,pseudogene,pseudogene,,,ENSG00000219262,26719,
OR2F1,HGNC:8246,OR2F1,7,protein-coding gene,gene with protein product,,,ENSG00000213215,26211,Q13607
OR2F2,HGNC:8247,OR2F2,7,protein-coding gene,gene with protein product,,,ENSG00000221910,135948,O95006
OR2G1P,HGNC:8251,OR2G1P,6,pseudogene,pseudogene,,,ENSG00000213911,26717,
OR2G2,HGNC:15007,OR2G2,1,protein-coding gene,gene with protein product,,,ENSG00000177489,81470,Q8NGZ5
OR2G3,HGNC:15008,OR2G3,1,protein-coding gene,gene with protein product,,,ENSG00000177476,81469,Q8NGZ4
OR2G6,HGNC:27019,OR2G6,1,protein-coding gene,gene with protein product,,,ENSG00000188558,391211,Q5TZ20
OR2H1,HGNC:8252,OR2H1,6,protein-coding gene,gene with protein product,,,ENSG00000204688,26716,Q9GZK4
OR2H2,HGNC:8253,OR2H2,6,protein-coding gene,gene with protein product,,,ENSG00000204657,7932,O95918
OR2H4P,HGNC:8255,OR2H4P,6,pseudogene,pseudogene,,,ENSG00000230598,442189,
OR2H5P,HGNC:8256,OR2H5P,6,pseudogene,pseudogene,,,ENSG00000232173,26713,
OR2I1P,HGNC:8258,OR2I1P,6,pseudogene,pseudogene,,,ENSG00000237988,442197,Q8NGU4
OR2J1,HGNC:8259,OR2J1,6,protein-coding gene,gene with protein product,,2004-05-28,ENSG00000204702,442185,Q9GZK6
OR2J2,HGNC:8260,OR2J2,6,protein-coding gene,gene with protein product,,,ENSG00000204700,26707,O76002
OR2J3,HGNC:8261,OR2J3,6,protein-coding gene,gene with protein product,,,ENSG00000204701,442186,O76001
OR2J4P,HGNC:8262,OR2J4P,6,pseudogene,pseudogene,,,ENSG00000224233,442188,
OR2K2,HGNC:8264,OR2K2,9,protein-coding gene,gene with protein product,,,ENSG00000171133,26248,Q8NGT1
OR2L1P,HGNC:8265,OR2L1P,1,pseudogene,pseudogene,,2004-03-10,ENSG00000224227,26247,
OR2L2,HGNC:8266,OR2L2,1,protein-coding gene,gene with protein product,,,ENSG00000203663,26246,Q8NH16
OR2L3,HGNC:15009,OR2L3,1,protein-coding gene,gene with protein product,,,ENSG00000198128,391192,Q8NG85
OR2L5,HGNC:15011,OR2L5,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000197454,81466,Q8NG80
OR2L6P,HGNC:15012,OR2L6P,1,pseudogene,pseudogene,,,ENSG00000232215,81465,
OR2L8,HGNC:15014,OR2L8,1,protein-coding gene,gene with protein product,,,ENSG00000279263,391190,Q8NGY9
OR2L9P,HGNC:15015,OR2L9P,1,pseudogene,pseudogene,,,ENSG00000237492,81462,
OR2L13,HGNC:19578,OR2L13,1,protein-coding gene,gene with protein product,,,ENSG00000196071,284521,Q8N349
OR2M1P,HGNC:8267,OR2M1P,1,pseudogene,pseudogene,,2004-03-10,ENSG00000177233,388762,
OR2M2,HGNC:8268,OR2M2,1,protein-coding gene,gene with protein product,,,ENSG00000198601,391194,Q96R28
OR2M3,HGNC:8269,OR2M3,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000228198,127062,Q8NG83
OR2M4,HGNC:8270,OR2M4,1,protein-coding gene,gene with protein product,,,ENSG00000171180,26245,Q96R27
OR2M5,HGNC:19576,OR2M5,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000162727,127059,A3KFT3
OR2M7,HGNC:19594,OR2M7,1,protein-coding gene,gene with protein product,,,ENSG00000177186,391196,Q8NG81
OR2N1P,HGNC:8271,OR2N1P,6,pseudogene,pseudogene,,,,26701,
OR2P1P,HGNC:8272,OR2P1P,6,pseudogene,pseudogene,,,ENSG00000236909,442183,
OR2Q1P,HGNC:8273,OR2Q1P,7,pseudogene,pseudogene,,,ENSG00000273377,346524,
OR2R1P,HGNC:8274,OR2R1P,7,pseudogene,pseudogene,,,ENSG00000236853,392132,
OR2S1P,HGNC:8275,OR2S1P,9,pseudogene,pseudogene,,,ENSG00000228307,392313,
OR2S2,HGNC:8276,OR2S2,9,protein-coding gene,gene with protein product,,,ENSG00000278889,56656,Q9NQN1
OR2T1,HGNC:8277,OR2T1,1,protein-coding gene,gene with protein product,,,ENSG00000175143,26696,O43869
OR2T2,HGNC:14725,OR2T2,1,protein-coding gene,gene with protein product,,2002-11-15,ENSG00000196240,401992,Q6IF00
OR2T3,HGNC:14727,OR2T3,1,protein-coding gene,gene with protein product,,,ENSG00000196539,343173,Q8NH03
OR2T4,HGNC:15016,OR2T4,1,protein-coding gene,gene with protein product,,,ENSG00000196944,127074,Q8NH00
OR2T5,HGNC:15017,OR2T5,1,protein-coding gene,gene with protein product,,,ENSG00000203661,401993,Q6IEZ7
OR2T6,HGNC:15018,OR2T6,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000198104,254879,Q8NHC8
OR2T7,HGNC:15019,OR2T7,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000227152,81458,P0C7T2
OR2T8,HGNC:15020,OR2T8,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000177462,343172,A6NH00
OR2T10,HGNC:19573,OR2T10,1,protein-coding gene,gene with protein product,,,ENSG00000184022,127069,Q8NGZ9
OR2T11,HGNC:19574,OR2T11,1,protein-coding gene,gene with protein product,,,ENSG00000279301,127077,Q8NH01
OR2T12,HGNC:19592,OR2T12,1,protein-coding gene,gene with protein product,,,ENSG00000177201,127064,Q8NG77
OR2T27,HGNC:31252,OR2T27,1,protein-coding gene,gene with protein product,,,ENSG00000187701,403239,Q8NH04
OR2T29,HGNC:31253,OR2T29,1,protein-coding gene,gene with protein product,,,ENSG00000182783,343563,Q8NH02
OR2T32P,HGNC:31254,OR2T32P,1,pseudogene,pseudogene,,,ENSG00000197067,403241,
OR2T33,HGNC:31255,OR2T33,1,protein-coding gene,gene with protein product,,,ENSG00000177212,391195,Q8NG76
OR2T34,HGNC:31256,OR2T34,1,protein-coding gene,gene with protein product,,,ENSG00000183310,127068,Q8NGX1
OR2T35,HGNC:31257,OR2T35,1,protein-coding gene,gene with protein product,,,ENSG00000177151,403244,Q8NGX2
OR2U1P,HGNC:8278,OR2U1P,6,pseudogene,pseudogene,,,ENSG00000204697,26695,
OR2U2P,HGNC:8279,OR2U2P,6,pseudogene,pseudogene,,,ENSG00000242524,26694,
OR2V1,HGNC:8280,OR2V1,5,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000185372,26693,Q8NHB1
OR2V2,HGNC:15341,OR2V2,5,protein-coding gene,gene with protein product,,,ENSG00000182613,285659,Q96R30
OR2W1,HGNC:8281,OR2W1,6,protein-coding gene,gene with protein product,,,ENSG00000204704,26692,Q9Y3N9
OR2W2P,HGNC:13970,OR2W2P,6,pseudogene,pseudogene,,,ENSG00000217315,81694,
OR2W3,HGNC:15021,OR2W3,1,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000238243,343171,Q7Z3T1
OR2W4P,HGNC:15071,OR2W4P,6,pseudogene,pseudogene,,,ENSG00000216629,81407,
OR2W5P,HGNC:15424,OR2W5P,1,pseudogene,pseudogene,,2020-08-07,ENSG00000203664,441932,A6NFC9
OR2W6P,HGNC:15072,OR2W6P,6,pseudogene,pseudogene,,,ENSG00000168126,81406,Q8NHA6
OR2X1P,HGNC:31258,OR2X1P,1,pseudogene,pseudogene,,,ENSG00000224830,403245,
OR2Y1,HGNC:14837,OR2Y1,5,protein-coding gene,gene with protein product,,,ENSG00000174339,134083,Q8NGV0
OR2Z1,HGNC:15391,OR2Z1,19,protein-coding gene,gene with protein product,,,ENSG00000181733,284383,Q8NG97
OR3A1,HGNC:8282,OR3A1,17,protein-coding gene,gene with protein product,,,ENSG00000180090,4994,P47881
OR3A2,HGNC:8283,OR3A2,17,protein-coding gene,gene with protein product,,,ENSG00000221882,4995,P47893
OR3A3,HGNC:8284,OR3A3,17,protein-coding gene,gene with protein product,,,ENSG00000159961,8392,P47888
OR3A4P,HGNC:15510,OR3A4P,17,pseudogene,pseudogene,,2011-09-15,ENSG00000180068,390756,P47883
OR3A5P,HGNC:8286,OR3A5P,17,pseudogene,pseudogene,,,ENSG00000272546,100856809,
OR3B1P,HGNC:14839,OR3B1P,X,pseudogene,pseudogene,,,ENSG00000237619,392561,
OR3D1P,HGNC:25339,OR3D1P,1,pseudogene,pseudogene,,,ENSG00000230411,504175,
OR4A1P,HGNC:8289,OR4A1P,11,pseudogene,pseudogene,,,ENSG00000254408,8596,
OR4A2P,HGNC:15159,OR4A2P,11,pseudogene,pseudogene,,,ENSG00000227547,390133,
OR4A3P,HGNC:15160,OR4A3P,11,pseudogene,pseudogene,,,ENSG00000254464,81320,
OR4A4P,HGNC:15161,OR4A4P,11,pseudogene,pseudogene,,2004-03-10,ENSG00000254769,390134,Q8NGN8
OR4A5,HGNC:15162,OR4A5,11,protein-coding gene,gene with protein product,,,ENSG00000221840,81318,Q8NH83
OR4A6P,HGNC:15163,OR4A6P,11,pseudogene,pseudogene,,,ENSG00000255078,390131,
OR4A7P,HGNC:15164,OR4A7P,11,pseudogene,pseudogene,,,ENSG00000255349,81316,
OR4A8,HGNC:15165,OR4A8,11,protein-coding gene,gene with protein product,,2014-10-02,ENSG00000225997,81315,P0C604
OR4A9P,HGNC:15166,OR4A9P,11,pseudogene,pseudogene,,,ENSG00000254891,390137,
OR4A10P,HGNC:15147,OR4A10P,11,pseudogene,pseudogene,,,ENSG00000255493,390138,
OR4A11P,HGNC:15148,OR4A11P,11,pseudogene,pseudogene,,,ENSG00000254663,390136,
OR4A12P,HGNC:15149,OR4A12P,11,pseudogene,pseudogene,,,ENSG00000254723,81331,
OR4A13P,HGNC:15150,OR4A13P,11,pseudogene,pseudogene,,,ENSG00000181950,81330,
OR4A14P,HGNC:15151,OR4A14P,11,pseudogene,pseudogene,,,ENSG00000254962,81329,
OR4A15,HGNC:15152,OR4A15,11,protein-coding gene,gene with protein product,,,ENSG00000181958,81328,Q8NGL6
OR4A16,HGNC:15153,OR4A16,11,protein-coding gene,gene with protein product,,,ENSG00000181961,81327,Q8NH70
OR4A17P,HGNC:15154,OR4A17P,11,pseudogene,pseudogene,,,ENSG00000255196,390139,
OR4A18P,HGNC:15155,OR4A18P,11,pseudogene,pseudogene,,,ENSG00000254637,81325,
OR4A19P,HGNC:15156,OR4A19P,11,pseudogene,pseudogene,,,ENSG00000254940,81324,
OR4A21P,HGNC:15158,OR4A21P,11,pseudogene,pseudogene,,,ENSG00000181943,81322,
OR4A40P,HGNC:31259,OR4A40P,11,pseudogene,pseudogene,,,ENSG00000254832,390116,
OR4A41P,HGNC:31260,OR4A41P,11,pseudogene,pseudogene,,,ENSG00000255297,403247,
OR4A42P,HGNC:31261,OR4A42P,11,pseudogene,pseudogene,,,ENSG00000254674,403248,
OR4A43P,HGNC:31262,OR4A43P,11,pseudogene,pseudogene,,,ENSG00000255534,390117,
OR4A44P,HGNC:31263,OR4A44P,11,pseudogene,pseudogene,,,ENSG00000255053,403250,
OR4A45P,HGNC:31264,OR4A45P,11,pseudogene,pseudogene,,,ENSG00000213607,403251,
OR4A46P,HGNC:31265,OR4A46P,11,pseudogene,pseudogene,,,ENSG00000255304,403252,
OR4A47,HGNC:31266,OR4A47,11,protein-coding gene,gene with protein product,,,ENSG00000237388,403253,Q6IF82
OR4A48P,HGNC:31267,OR4A48P,11,pseudogene,pseudogene,,,ENSG00000255113,403254,
OR4A49P,HGNC:31268,OR4A49P,11,pseudogene,pseudogene,,,ENSG00000254472,403255,
OR4A50P,HGNC:31269,OR4A50P,11,pseudogene,pseudogene,,,ENSG00000255294,403256,
OR4B1,HGNC:8290,OR4B1,11,protein-coding gene,gene with protein product,,,ENSG00000175619,119765,Q8NGF8
OR4B2P,HGNC:8291,OR4B2P,11,pseudogene,pseudogene,,,ENSG00000255514,26690,
OR4C1P,HGNC:8292,OR4C1P,11,pseudogene,pseudogene,,,ENSG00000254576,26242,
OR4C2P,HGNC:14696,OR4C2P,11,pseudogene,pseudogene,,,ENSG00000182565,119750,
OR4C3,HGNC:14697,OR4C3,11,protein-coding gene,gene with protein product,,,ENSG00000176547,256144,Q8NH37
OR4C4P,HGNC:14700,OR4C4P,11,pseudogene,pseudogene,,,ENSG00000197161,79550,
OR4C5,HGNC:14702,OR4C5,11,protein-coding gene,gene with protein product,,2004-03-05,ENSG00000176540,79346,Q8NGB2
OR4C6,HGNC:14743,OR4C6,11,protein-coding gene,gene with protein product,,,ENSG00000181903,219432,Q8NH72
OR4C7P,HGNC:14768,OR4C7P,11,pseudogene,pseudogene,,,ENSG00000255312,79294,
OR4C9P,HGNC:14796,OR4C9P,11,pseudogene,pseudogene,,,ENSG00000254925,79530,
OR4C10P,HGNC:14800,OR4C10P,11,pseudogene,pseudogene,,,ENSG00000184789,79526,
OR4C11,HGNC:15167,OR4C11,11,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000172188,219429,Q6IEV9
OR4C12,HGNC:15168,OR4C12,11,protein-coding gene,gene with protein product,,,ENSG00000221954,283093,Q96R67
OR4C13,HGNC:15169,OR4C13,11,protein-coding gene,gene with protein product,,,ENSG00000258817,283092,Q8NGP0
OR4C14P,HGNC:15170,OR4C14P,11,pseudogene,pseudogene,,,ENSG00000233301,81310,
OR4C15,HGNC:15171,OR4C15,11,protein-coding gene,gene with protein product,,,ENSG00000181939,81309,Q8NGM1
OR4C16,HGNC:15172,OR4C16,11,protein-coding gene,gene with protein product,,,ENSG00000279514,219428,Q8NGL9
OR4C45,HGNC:31270,OR4C45,11,protein-coding gene,gene with protein product,,,ENSG00000260811,403257,A6NMZ5
OR4C46,HGNC:31271,OR4C46,11,protein-coding gene,gene with protein product,,,ENSG00000185926,119749,A6NHA9
OR4C48P,HGNC:31272,OR4C48P,11,pseudogene,pseudogene,,,ENSG00000283605,403259,
OR4C49P,HGNC:31273,OR4C49P,11,pseudogene,pseudogene,,,ENSG00000260595,403260,
OR4C50P,HGNC:31274,OR4C50P,11,pseudogene,pseudogene,,,ENSG00000237610,256190,
OR4D1,HGNC:8293,OR4D1,17,protein-coding gene,gene with protein product,,,ENSG00000141194,26689,Q15615
OR4D2,HGNC:8294,OR4D2,17,protein-coding gene,gene with protein product,,,ENSG00000255713,124538,P58180
OR4D5,HGNC:14852,OR4D5,11,protein-coding gene,gene with protein product,,,ENSG00000171014,219875,Q8NGN0
OR4D6,HGNC:15175,OR4D6,11,protein-coding gene,gene with protein product,,,ENSG00000166884,219983,Q8NGJ1
OR4D7P,HGNC:15176,OR4D7P,11,pseudogene,pseudogene,,,ENSG00000254770,81304,
OR4D8P,HGNC:15177,OR4D8P,11,pseudogene,pseudogene,,,ENSG00000204989,401696,
OR4D9,HGNC:15178,OR4D9,11,protein-coding gene,gene with protein product,,,ENSG00000172742,390199,Q8NGE8
OR4D10,HGNC:15173,OR4D10,11,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000254466,390197,Q8NGI6
OR4D11,HGNC:15174,OR4D11,11,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000176200,219986,Q8NGI4
OR4E1,HGNC:8296,OR4E1,14,protein-coding gene,gene with protein product,,2008-06-11,ENSG00000276240,26687,P0C645
OR4E2,HGNC:8297,OR4E2,14,protein-coding gene,gene with protein product,,,ENSG00000221977,26686,Q8NGC2
OR4F1P,HGNC:8298,OR4F1P,6,pseudogene,pseudogene,,,ENSG00000220212,26685,
OR4F2P,HGNC:8299,OR4F2P,11,pseudogene,pseudogene,,,ENSG00000224777,390028,
OR4F3,HGNC:8300,OR4F3,5,protein-coding gene,gene with protein product,,,ENSG00000230178,26683,Q6IEY1
OR4F4,HGNC:8301,OR4F4,15,protein-coding gene,gene with protein product,,,ENSG00000177693,26682,Q96R69
OR4F5,HGNC:14825,OR4F5,1,protein-coding gene,gene with protein product,,,ENSG00000186092,79501,Q8NH21
OR4F6,HGNC:15372,OR4F6,15,protein-coding gene,gene with protein product,,,ENSG00000184140,390648,Q8NGB9
OR4F7P,HGNC:15089,OR4F7P,6,pseudogene,pseudogene,,,ENSG00000217874,81390,
OR4F8BP,HGNC:55111,OR4F8BP,9,pseudogene,pseudogene,,,ENSG00000286255,102724468,
OR4F8P,HGNC:15395,OR4F8P,19,pseudogene,pseudogene,,,ENSG00000266971,390872,
OR4F13P,HGNC:15076,OR4F13P,15,pseudogene,pseudogene,,,ENSG00000214344,390651,
OR4F14P,HGNC:15077,OR4F14P,15,pseudogene,pseudogene,,2004-03-10,ENSG00000232459,390650,
OR4F15,HGNC:15078,OR4F15,15,protein-coding gene,gene with protein product,,,ENSG00000182854,390649,Q8NGB8
OR4F16,HGNC:15079,OR4F16,1,protein-coding gene,gene with protein product,,,ENSG00000284662,81399,Q6IEY1
OR4F17,HGNC:15381,OR4F17,19,protein-coding gene,gene with protein product,,,ENSG00000176695,81099,Q8NGA8
OR4F21,HGNC:19583,OR4F21,8,protein-coding gene,gene with protein product,,2004-03-10,ENSG00000176269,441308,O95013
OR4F28P,HGNC:31229,OR4F28P,15,pseudogene,pseudogene,,,ENSG00000257109,390652,
OR4F29,HGNC:31275,OR4F29,1,protein-coding gene,gene with protein product,,,ENSG00000284733,729759,Q6IEY1
OR4G1P,HGNC:8302,OR4G1P,19,pseudogene,pseudogene,,,ENSG00000267310,26681,
OR4G2P,HGNC:8303,OR4G2P,15,pseudogene,pseudogene,,,ENSG00000183909,26680,
OR4G3P,HGNC:8304,OR4G3P,19,pseudogene,pseudogene,,,ENSG00000282137,26679,
OR4G4P,HGNC:14822,OR4G4P,1,pseudogene,pseudogene,,,ENSG00000268020,79504,
OR4G6P,HGNC:15039,OR4G6P,15,pseudogene,pseudogene,,,ENSG00000275771,81438,
OR4G11P,HGNC:31276,OR4G11P,1,pseudogene,pseudogene,,,ENSG00000240361,403263,
OR4H6BP,HGNC:55112,OR4H6BP,15,pseudogene,pseudogene,,,ENSG00000285116,105370722,
OR4H6P,HGNC:8312,OR4H6P,15,pseudogene,pseudogene,,,ENSG00000284892,26322,
OR4H12P,HGNC:19433,OR4H12P,14,pseudogene,pseudogene,,2004-03-10,ENSG00000176312,161271,
OR4K1,HGNC:14726,OR4K1,14,protein-coding gene,gene with protein product,,,ENSG00000155249,79544,Q8NGD4
OR4K2,HGNC:14728,OR4K2,14,protein-coding gene,gene with protein product,,,ENSG00000165762,390431,Q8NGD2
OR4K3,HGNC:14731,OR4K3,14,protein-coding gene,gene with protein product,,2008-01-23,ENSG00000176290,283617,Q96R72
OR4K4P,HGNC:14744,OR4K4P,14,pseudogene,pseudogene,,,ENSG00000258541,79318,
OR4K5,HGNC:14745,OR4K5,14,protein-coding gene,gene with protein product,,,ENSG00000176281,79317,Q8NGD3
OR4K6P,HGNC:14748,OR4K6P,14,pseudogene,pseudogene,,,ENSG00000228304,79314,
OR4K7P,HGNC:14756,OR4K7P,18,pseudogene,pseudogene,,,ENSG00000265340,79306,
OR4K8P,HGNC:14787,OR4K8P,18,pseudogene,pseudogene,,,ENSG00000266693,390836,
OR4K11P,HGNC:15402,OR4K11P,21,pseudogene,pseudogene,,,ENSG00000179381,81079,
OR4K12P,HGNC:15403,OR4K12P,21,pseudogene,pseudogene,,,ENSG00000218549,81078,
OR4K13,HGNC:15351,OR4K13,14,protein-coding gene,gene with protein product,,,ENSG00000176253,390433,Q8NH42
OR4K14,HGNC:15352,OR4K14,14,protein-coding gene,gene with protein product,,,ENSG00000169484,122740,Q8NGD5
OR4K15,HGNC:15353,OR4K15,14,protein-coding gene,gene with protein product,,,ENSG00000169488,81127,Q8NH41
OR4K16P,HGNC:15354,OR4K16P,14,pseudogene,pseudogene,,,ENSG00000258822,81126,
OR4K17,HGNC:15355,OR4K17,14,protein-coding gene,gene with protein product,,,ENSG00000176230,390436,Q8NGC6
OR4L1,HGNC:15356,OR4L1,14,protein-coding gene,gene with protein product,,,ENSG00000176246,122742,Q8NH43
OR4M1,HGNC:14735,OR4M1,14,protein-coding gene,gene with protein product,,,ENSG00000176299,441670,Q8NGD0
OR4M2,HGNC:15373,OR4M2,15,protein-coding gene,gene with protein product,,,ENSG00000274102,390538,Q8NGB6
OR4M2B,HGNC:55109,OR4M2B,15,protein-coding gene,gene with protein product,,,ENSG00000182974,118568804,A0A0X1KG70
OR4N1P,HGNC:14740,OR4N1P,14,pseudogene,pseudogene,,,ENSG00000258564,79322,
OR4N2,HGNC:14742,OR4N2,14,protein-coding gene,gene with protein product,,,ENSG00000176294,390429,Q8NGD1
OR4N3BP,HGNC:55116,OR4N3BP,15,pseudogene,pseudogene,,,ENSG00000279445,118568823,
OR4N3P,HGNC:15374,OR4N3P,15,pseudogene,pseudogene,,,ENSG00000259435,390539,
OR4N4,HGNC:15375,OR4N4,15,protein-coding gene,gene with protein product,,,ENSG00000183706,283694,Q8N0Y3
OR4N4C,HGNC:55110,OR4N4C,15,protein-coding gene,gene with protein product,,,ENSG00000279408,105369274,A0A096LPK9
OR4N5,HGNC:15358,OR4N5,14,protein-coding gene,gene with protein product,,,ENSG00000184394,390437,Q8IXE1
OR4P1P,HGNC:14754,OR4P1P,11,pseudogene,pseudogene,,,ENSG00000188439,79308,
OR4P4,HGNC:15180,OR4P4,11,protein-coding gene,gene with protein product,,,ENSG00000181927,81300,Q8NGL7
OR4Q1P,HGNC:15376,OR4Q1P,15,pseudogene,pseudogene,,,ENSG00000285135,81104,
OR4Q2,HGNC:15359,OR4Q2,14,protein-coding gene,gene with protein product,,2008-06-11,ENSG00000196383,390432,P0C623
OR4Q3,HGNC:15426,OR4Q3,14,protein-coding gene,gene with protein product,,,ENSG00000182652,441669,Q8NH05
OR4R1P,HGNC:14798,OR4R1P,11,pseudogene,pseudogene,,,ENSG00000255215,79528,
OR4R2P,HGNC:15181,OR4R2P,11,pseudogene,pseudogene,,,ENSG00000255560,81299,
OR4R3P,HGNC:15182,OR4R3P,11,pseudogene,pseudogene,,,ENSG00000254624,81298,
OR4S1,HGNC:14705,OR4S1,11,protein-coding gene,gene with protein product,,,ENSG00000176555,256148,Q8NGB4
OR4S2,HGNC:15183,OR4S2,11,protein-coding gene,gene with protein product,,2002-11-15,ENSG00000174982,219431,Q8NH73
OR4T1P,HGNC:15360,OR4T1P,14,pseudogene,pseudogene,,,ENSG00000258641,390435,
OR4U1P,HGNC:15361,OR4U1P,14,pseudogene,pseudogene,,,ENSG00000258899,390434,
OR4V1P,HGNC:14736,OR4V1P,11,pseudogene,pseudogene,,,ENSG00000254841,79534,
OR4W1P,HGNC:15405,OR4W1P,X,pseudogene,pseudogene,,,,81077,
OR4X1,HGNC:14854,OR4X1,11,protein-coding gene,gene with protein product,,,ENSG00000176567,390113,Q8NH49
OR4X2,HGNC:15184,OR4X2,11,protein-coding gene,gene with protein product,,,ENSG00000172208,119764,Q8NGF9
OR4X7P,HGNC:31277,OR4X7P,11,pseudogene,pseudogene,,,ENSG00000255077,403264,
OR5A1,HGNC:8319,OR5A1,11,protein-coding gene,gene with protein product,,,ENSG00000172320,219982,Q8NGJ0
OR5A2,HGNC:15249,OR5A2,11,protein-coding gene,gene with protein product,,,ENSG00000172324,219981,Q8NGI9
OR5AC1,HGNC:15047,OR5AC1,3,protein-coding gene,gene with protein product,,2008-06-11,ENSG00000213439,81431,P0C628
